modelo,iteracion,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,MAE_train,RMSE_train,R2_train,MAE_val_2023,RMSE_val_2023,R2_val_2023
XGBoost_sin_latitud_longitud,50,400,0.05,3,1,0.8,1.0,1.3104904708359872,1.9375692892242626,0.6668567217586316,2.3513502733575242,3.5009218383945924,-1.3454417216781578
XGBoost_sin_latitud_longitud,22,200,0.05,3,3,0.8,1.0,1.3578994775182749,1.9982322782269084,0.6456695215677257,2.2081441894182907,3.504002664302309,-1.3495715351187312
XGBoost_sin_latitud_longitud,53,400,0.05,3,3,0.8,0.8,1.3214186886270265,1.9470217997046597,0.663598286865815,2.3378273621667094,3.5048907287552233,-1.3507626502936327
XGBoost_sin_latitud_longitud,34,400,0.03,3,1,0.8,1.0,1.3335332517928873,1.9576732264767882,0.6599075636576299,2.292549269356269,3.513128030110773,-1.3618253034423558
XGBoost_sin_latitud_longitud,30,200,0.05,4,3,0.8,1.0,1.3249215136164743,1.9550136645455594,0.6608309889673631,2.238126655237738,3.5171465655142566,-1.3672316004869094
XGBoost_sin_latitud_longitud,51,400,0.05,3,1,1.0,0.8,1.2916198492237012,1.9301712837978902,0.669395872897974,2.1848333018058868,3.519596084285985,-1.3705300683476977
XGBoost_sin_latitud_longitud,62,400,0.05,4,3,0.8,1.0,1.296435724966726,1.932018873133959,0.6687626513717386,2.248833751135511,3.53103716346761,-1.3859667849997002
XGBoost_sin_latitud_longitud,8,200,0.03,3,3,1.0,1.0,1.365696792808776,2.0226340954656292,0.6369627253282237,2.252465508602758,3.5341273112114324,-1.3901447167126237
XGBoost_sin_latitud_longitud,36,400,0.03,3,1,1.0,1.0,1.3056072249126691,1.9363081546372847,0.6672902564786951,2.2320700679575456,3.539617542509012,-1.3975766165668664
XGBoost_sin_latitud_longitud,49,400,0.05,3,1,0.8,0.8,1.313081592775207,1.9402424479805138,0.6659368483952512,2.4544898103452315,3.5509667129564004,-1.4129760930589135
