localidad,ano,bimestre,valor_real,prediccion,error,error_absoluto,modelo
TUNJUELITO,2024,5,11.547917464834978,12.666634,-1.1187161411220536,1.1187161411220536,XGBoost_sin_latitud_longitud
USAQUEN,2024,5,9.230260446354189,11.092981,-1.862720892146788,1.862720892146788,XGBoost_sin_latitud_longitud
USME,2024,5,9.110767020970984,12.666634,-3.555866584986047,3.555866584986047,XGBoost_sin_latitud_longitud
ANTONIO NARINO,2024,6,9.81149379544879,12.138715,-2.3272209948954483,2.3272209948954483,XGBoost_sin_latitud_longitud
BARRIOS UNIDOS,2024,6,10.20066992022187,12.138715,-1.9380448701223685,1.9380448701223685,XGBoost_sin_latitud_longitud
BOSA,2024,6,8.997251669745628,12.138715,-3.14146312059861,3.14146312059861,XGBoost_sin_latitud_longitud
CHAPINERO,2024,6,10.61109833409995,10.475235,0.13586334874838712,0.13586334874838712,XGBoost_sin_latitud_longitud
CIUDAD BOLIVAR,2024,6,10.14348267640046,12.138715,-1.9952321139437785,1.9952321139437785,XGBoost_sin_latitud_longitud
ENGATIVA,2024,6,9.235609584001999,12.138715,-2.9031052063422393,2.9031052063422393,XGBoost_sin_latitud_longitud
FONTIBON,2024,6,12.082004841951397,12.138715,-0.05670994839284127,0.05670994839284127,XGBoost_sin_latitud_longitud
