modelo,tipo,localidad,año,BIMESTRE,id_registro_v11,valor_real,prediccion,error,error_absoluto,regla_utilizada
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,2,475,10.88908052371945,11.11008047349153,-0.22099994977208048,0.22099994977208048,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,2,476,10.73237917406911,11.091149061888618,-0.35876988781950914,0.35876988781950914,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,2,477,9.56465808490901,9.488569720310263,0.07608836459874624,0.07608836459874624,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,2,478,10.68563335987662,10.265177104402214,0.4204562554744058,0.4204562554744058,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,2,479,11.00048376971085,10.834384809426936,0.16609896028391447,0.16609896028391447,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,2,480,10.37749758613791,10.166271780026529,0.21122580611138098,0.21122580611138098,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,2,481,12.38930801956865,12.917704443133642,-0.5283964235649918,0.5283964235649918,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,2,482,10.28940351933042,10.237038029868216,0.052365489462204096,0.052365489462204096,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,2,483,16.84900206469374,16.66293680642909,0.18606525826464804,0.18606525826464804,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,2,484,11.31006498554149,11.621560792559332,-0.31149580701784174,0.31149580701784174,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,2,485,15.12542038655303,16.626239528926327,-1.500819142373297,1.500819142373297,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,2,486,11.28338404719874,11.405969375038914,-0.12258532784017362,0.12258532784017362,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,2,487,10.96461743103348,11.168761909237567,-0.20414447820408732,0.20414447820408732,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,2,488,10.92882072977261,11.081311117240936,-0.1524903874683261,0.1524903874683261,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,2,489,9.902885856283808,9.837233817032457,0.06565203925135066,0.06565203925135066,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,2,490,10.09315592024842,10.177628027577871,-0.08447210732945187,0.08447210732945187,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,2,491,14.00760153677278,14.378563174127759,-0.3709616373549789,0.3709616373549789,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,2,492,10.4762190892342,10.328441943555795,0.14777714567840583,0.14777714567840583,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,2,493,10.2714043330723,10.17986786099571,0.09153647207659077,0.09153647207659077,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,3,494,10.69389825506327,10.96869536818573,-0.27479711312245847,0.27479711312245847,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,3,495,11.02788996142492,11.387641913724213,-0.3597519522992929,0.3597519522992929,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,3,496,9.598112473466491,9.564188626801153,0.03392384666533843,0.03392384666533843,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,3,497,11.40855222784479,10.870161966238275,0.5383902616065157,0.5383902616065157,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,3,498,10.95554630332417,10.98165161380236,-0.02610531047819009,0.02610531047819009,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,3,499,10.21859162616628,10.24863005648109,-0.030038430314810682,0.030038430314810682,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,3,500,12.81182344484594,13.382390365054334,-0.5705669202083943,0.5705669202083943,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,3,501,10.389192950878,10.39604838696793,-0.0068554360899302225,0.0068554360899302225,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,3,502,16.73342047330765,18.10469756695285,-1.371277093645201,1.371277093645201,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,3,503,11.13734085065518,11.634535436494355,-0.49719458583917486,0.49719458583917486,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,3,504,15.21598083314425,16.848877579413884,-1.6328967462696333,1.6328967462696333,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,3,505,11.13446700214009,11.496781296242524,-0.36231429410243443,0.36231429410243443,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,3,506,10.68659660618086,11.148952996920736,-0.4623563907398758,0.4623563907398758,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,3,507,11.19215328949106,11.259795846555104,-0.06764255706404398,0.06764255706404398,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,3,508,9.985130365416557,10.09329773880968,-0.10816737339312255,0.10816737339312255,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,3,509,10.53746793568915,10.699515826261017,-0.1620478905718663,0.1620478905718663,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,3,510,13.98157029323102,14.55705606292704,-0.5754857696960212,0.5754857696960212,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,3,511,10.24685452017917,10.57785639986426,-0.33100187968508976,0.33100187968508976,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,3,512,10.124127025184,10.178727453517396,-0.05460042833339607,0.05460042833339607,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,4,513,9.244175038934864,10.565529834529423,-1.3213547955945586,1.3213547955945586,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,4,514,10.13724497178411,10.985098964150435,-0.8478539923663249,0.8478539923663249,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,4,515,8.986675792835957,9.546115539485923,-0.5594397466499661,0.5594397466499661,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,4,516,10.26520185493747,10.128950415090845,0.13625143984662458,0.13625143984662458,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,4,517,9.948590859516647,10.907779577009414,-0.9591887174927667,0.9591887174927667,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,4,518,9.573945290382811,10.0167700732451,-0.44282478286228866,0.44282478286228866,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,4,519,11.77153360535838,12.380388550405371,-0.6088549450469909,0.6088549450469909,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,4,520,9.609876530317429,10.109465412824722,-0.49958888250729316,0.49958888250729316,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,4,521,15.61123332875017,15.868500525876094,-0.2572671971259233,0.2572671971259233,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,4,522,10.34196058402932,10.98190056551779,-0.639939981488471,0.639939981488471,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,4,523,14.37681244153414,15.647804772997132,-1.2709923314629918,1.2709923314629918,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,4,524,10.20627413127413,11.208220535408259,-1.001946404134129,1.001946404134129,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,4,525,10.02104904936178,10.976672624527515,-0.9556235751657347,0.9556235751657347,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,4,526,10.32593501081395,10.427792434287944,-0.1018574234739944,0.1018574234739944,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,4,527,9.056744624659656,10.117422183680658,-1.060677559021002,1.060677559021002,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,4,528,9.62754204145483,10.052229792425052,-0.4246877509702216,0.4246877509702216,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,4,529,12.61263666412408,13.979814775157273,-1.3671781110331924,1.3671781110331924,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,4,530,9.978706683631465,10.336333064680556,-0.3576263810490907,0.3576263810490907,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,4,531,9.576611452188041,10.150711894501132,-0.5741004423130907,0.5741004423130907,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,5,532,8.814745075318656,10.67046274758394,-1.8557176722652837,1.8557176722652837,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,5,533,9.724489795918368,11.029135401669867,-1.3046456057514995,1.3046456057514995,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,5,534,8.627833355159396,9.479047218108605,-0.8512138629492085,0.8512138629492085,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,5,535,10.01584302325581,10.079434960667536,-0.06359193741172575,0.06359193741172575,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,5,536,9.012294659957576,10.821502419156888,-1.809207759199312,1.809207759199312,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,5,537,8.938284004793475,10.081851901918586,-1.143567897125111,1.143567897125111,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,5,538,11.56480952272086,12.575034411464724,-1.0102248887438634,1.0102248887438634,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,5,539,9.386469851469174,10.119213617632717,-0.7327437661635425,0.7327437661635425,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,5,540,11.60934782608696,15.71588743834527,-4.1065396122583095,4.1065396122583095,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,5,541,8.99699170686758,11.210607954284441,-2.2136162474168604,2.2136162474168604,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,5,542,13.67249361430396,15.781950794158007,-2.109457179854047,2.109457179854047,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,5,543,9.643767754451604,11.13407714732292,-1.4903093928713158,1.4903093928713158,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,5,544,8.892466507714184,10.89019277328326,-1.9977262655690762,1.9977262655690762,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,5,545,10.02996874425446,10.356291664028333,-0.3263229197738742,0.3263229197738742,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,5,546,8.851618714825337,9.941170524280206,-1.0895518094548695,1.0895518094548695,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,5,547,9.343738672169088,10.118249310561442,-0.7745106383923535,0.7745106383923535,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,5,548,11.54791746483498,13.85530025207798,-2.307382787243,2.307382787243,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,5,549,9.230260446354189,10.43821746845006,-1.2079570220958722,1.2079570220958722,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,5,550,9.110767020970986,10.122213476019615,-1.0114464550486293,1.0114464550486293,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ANTONIO NARINO,2024,6,551,9.81149379544879,10.782517850229482,-0.9710240547806919,0.9710240547806919,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BARRIOS UNIDOS,2024,6,552,10.20066992022187,11.317814639147912,-1.117144718926042,1.117144718926042,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,BOSA,2024,6,553,8.99725166974563,9.707187173037312,-0.7099355032916819,0.7099355032916819,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CHAPINERO,2024,6,554,10.61109833409995,10.69996011885682,-0.08886178475687068,0.08886178475687068,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,CIUDAD BOLIVAR,2024,6,555,10.14348267640046,10.921816743211675,-0.7783340668112153,0.7783340668112153,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,ENGATIVA,2024,6,556,9.235609584001997,10.22622056964695,-0.9906109856449525,0.9906109856449525,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,FONTIBON,2024,6,557,12.0820048419514,12.798787082025644,-0.7167822400742434,0.7167822400742434,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,KENNEDY,2024,6,558,9.600109695033964,10.400537258537998,-0.8004275635040337,0.8004275635040337,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LA CANDELARIA,2024,6,559,15.82900522121462,16.608235506534285,-0.7792302853196649,0.7792302853196649,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,LOS MARTIRES,2024,6,560,10.10764465259663,11.466492330336248,-1.3588476777396181,1.3588476777396181,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,PUENTE ARANDA,2024,6,561,14.13906198100046,16.062888771616322,-1.9238267906158626,1.9238267906158626,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,RAFAEL URIBE URIBE,2024,6,562,10.04483560278977,11.266123916903478,-1.2212883141137088,1.2212883141137088,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SAN CRISTOBAL,2024,6,563,9.908718036725588,11.038986334193563,-1.1302682974679747,1.1302682974679747,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SANTA FE,2024,6,564,10.44112962189263,10.66141408697708,-0.22028446508445043,0.22028446508445043,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,SUBA,2024,6,565,9.272173625384362,10.185311524921303,-0.9131378995369417,0.9131378995369417,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TEUSAQUILLO,2024,6,566,9.808223551785888,10.362958802906055,-0.5547352511201673,0.5547352511201673,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,TUNJUELITO,2024,6,567,12.70214453744734,14.053087822339915,-1.3509432848925744,1.3509432848925744,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USAQUEN,2024,6,568,9.56027872124374,10.428142576987673,-0.8678638557439324,0.8678638557439324,media_localidad_bimestre
Baseline - media histÃ³rica localidad-bimestre,baseline,USME,2024,6,569,9.373461318051575,10.148209984959243,-0.7747486669076675,0.7747486669076675,media_localidad_bimestre
Baseline - estacional ingenuo 2023,baseline,ANTONIO NARINO,2024,1,456,11.03687123857642,11.06014204118443,-0.023270802608008623,0.023270802608008623,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BARRIOS UNIDOS,2024,1,457,11.25153172266218,11.57269909842224,-0.3211673757600586,0.3211673757600586,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BOSA,2024,1,458,9.622822534790625,9.448672003017908,0.17415053177271744,0.17415053177271744,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CHAPINERO,2024,1,459,11.41232984372324,11.23216002978068,0.1801698139425607,0.1801698139425607,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CIUDAD BOLIVAR,2024,1,460,10.86909424091507,10.71280926675663,0.15628497415844045,0.15628497415844045,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ENGATIVA,2024,1,461,10.20474810424475,9.89227490961613,0.31247319462861967,0.31247319462861967,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,FONTIBON,2024,1,462,12.92809890890914,12.70012685566555,0.22797205324359027,0.22797205324359027,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,KENNEDY,2024,1,463,10.40674106126167,10.29594677119282,0.11079429006884922,0.11079429006884922,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LA CANDELARIA,2024,1,464,18.42308750687947,17.4260941370768,0.9969933698026701,0.9969933698026701,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LOS MARTIRES,2024,1,465,11.44132693092301,11.80253733740164,-0.3612104064786301,0.3612104064786301,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,PUENTE ARANDA,2024,1,466,14.17890474177814,15.88136492467503,-1.702460182896889,1.702460182896889,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,RAFAEL URIBE URIBE,2024,1,467,11.25309454219407,10.99574917773899,0.25734536445508027,0.25734536445508027,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SAN CRISTOBAL,2024,1,468,10.7858811420906,10.62739700352595,0.15848413856465093,0.15848413856465093,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SANTA FE,2024,1,469,11.30923158312392,11.60306414423424,-0.29383256111032097,0.29383256111032097,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SUBA,2024,1,470,9.987513167557339,10.0467476219276,-0.05923445437026231,0.05923445437026231,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TEUSAQUILLO,2024,1,471,10.69041653176424,10.81353989446063,-0.1231233626963899,0.1231233626963899,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TUNJUELITO,2024,1,472,14.10489740983877,13.78760193503801,0.31729547480076015,0.31729547480076015,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USAQUEN,2024,1,473,10.73710961691586,10.46717660597035,0.26993301094551114,0.26993301094551114,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USME,2024,1,474,10.26438647825673,10.0652579503599,0.19912852789683022,0.19912852789683022,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ANTONIO NARINO,2024,2,475,10.88908052371945,10.92744892613934,-0.03836840241988959,0.03836840241988959,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BARRIOS UNIDOS,2024,2,476,10.73237917406911,11.23380911403771,-0.5014299399686006,0.5014299399686006,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BOSA,2024,2,477,9.56465808490901,9.372122059193329,0.19253602571568074,0.19253602571568074,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CHAPINERO,2024,2,478,10.68563335987662,10.638779486968,0.04685387290862053,0.04685387290862053,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CIUDAD BOLIVAR,2024,2,479,11.00048376971085,10.60093201223824,0.39955175747260974,0.39955175747260974,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ENGATIVA,2024,2,480,10.37749758613791,9.881097290684068,0.49640029545384223,0.49640029545384223,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,FONTIBON,2024,2,481,12.38930801956865,12.38334651045784,0.005961509110809615,0.005961509110809615,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,KENNEDY,2024,2,482,10.28940351933042,10.16132533875435,0.12807818057607,0.12807818057607,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LA CANDELARIA,2024,2,483,16.84900206469374,16.40878048780488,0.44022157688885954,0.44022157688885954,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LOS MARTIRES,2024,2,484,11.31006498554149,11.44842595566977,-0.13836097012827864,0.13836097012827864,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,PUENTE ARANDA,2024,2,485,15.12542038655303,15.85411904098132,-0.7286986544282907,0.7286986544282907,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,RAFAEL URIBE URIBE,2024,2,486,11.28338404719874,11.04308618421832,0.24029786298042133,0.24029786298042133,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SAN CRISTOBAL,2024,2,487,10.96461743103348,10.73217982153508,0.2324376094983993,0.2324376094983993,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SANTA FE,2024,2,488,10.92882072977261,11.16844290657439,-0.23962217680177922,0.23962217680177922,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SUBA,2024,2,489,9.902885856283808,9.749494794856092,0.1533910614277154,0.1533910614277154,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TEUSAQUILLO,2024,2,490,10.09315592024842,10.09007104438117,0.003084875867248371,0.003084875867248371,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TUNJUELITO,2024,2,491,14.00760153677278,14.33483707198631,-0.3272355352135303,0.3272355352135303,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USAQUEN,2024,2,492,10.4762190892342,10.42768113403312,0.04853795520108051,0.04853795520108051,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USME,2024,2,493,10.2714043330723,10.01808766945953,0.25331666361276994,0.25331666361276994,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ANTONIO NARINO,2024,3,494,10.69389825506327,10.77695931797786,-0.08306106291458981,0.08306106291458981,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BARRIOS UNIDOS,2024,3,495,11.02788996142492,11.60825010693894,-0.5803601455140193,0.5803601455140193,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BOSA,2024,3,496,9.598112473466491,9.447246813185536,0.15086566028095483,0.15086566028095483,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CHAPINERO,2024,3,497,11.40855222784479,11.76137169278192,-0.352819464937129,0.352819464937129,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CIUDAD BOLIVAR,2024,3,498,10.95554630332417,10.867197717275,0.08834858604916995,0.08834858604916995,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ENGATIVA,2024,3,499,10.21859162616628,9.97404824486094,0.24454338130533948,0.24454338130533948,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,FONTIBON,2024,3,500,12.81182344484594,13.06737653535289,-0.2555530905069503,0.2555530905069503,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,KENNEDY,2024,3,501,10.389192950878,10.30499665899473,0.08419629188326994,0.08419629188326994,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LA CANDELARIA,2024,3,502,16.73342047330765,17.6023265250913,-0.8689060517836502,0.8689060517836502,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LOS MARTIRES,2024,3,503,11.13734085065518,11.58310333761232,-0.4457624869571397,0.4457624869571397,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,PUENTE ARANDA,2024,3,504,15.21598083314425,16.01099451665878,-0.7950136835145294,0.7950136835145294,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,RAFAEL URIBE URIBE,2024,3,505,11.13446700214009,10.979721382264,0.15474561987609015,0.15474561987609015,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SAN CRISTOBAL,2024,3,506,10.68659660618086,10.6591107897223,0.027485816458559853,0.027485816458559853,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SANTA FE,2024,3,507,11.19215328949106,11.59601947623239,-0.4038661867413307,0.4038661867413307,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,SUBA,2024,3,508,9.985130365416557,9.98837060756112,-0.003240242144562089,0.003240242144562089,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TEUSAQUILLO,2024,3,509,10.53746793568915,10.65687853691218,-0.11941060122302893,0.11941060122302893,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,TUNJUELITO,2024,3,510,13.98157029323102,13.67030712023137,0.3112631729996487,0.3112631729996487,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USAQUEN,2024,3,511,10.24685452017917,10.47754541339297,-0.23069089321380076,0.23069089321380076,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,USME,2024,3,512,10.124127025184,10.11082705150107,0.013299973682929789,0.013299973682929789,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ANTONIO NARINO,2024,4,513,9.244175038934864,10.81173484622275,-1.5675598072878856,1.5675598072878856,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BARRIOS UNIDOS,2024,4,514,10.13724497178411,11.40897530409141,-1.2717303323072997,1.2717303323072997,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,BOSA,2024,4,515,8.986675792835957,9.437880300989363,-0.4512045081534062,0.4512045081534062,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CHAPINERO,2024,4,516,10.26520185493747,11.47616978643794,-1.2109679315004698,1.2109679315004698,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,CIUDAD BOLIVAR,2024,4,517,9.948590859516647,10.87027855504672,-0.921687695530073,0.921687695530073,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,ENGATIVA,2024,4,518,9.573945290382811,9.79637399058316,-0.22242870020034822,0.22242870020034822,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,FONTIBON,2024,4,519,11.77153360535838,12.6959937779753,-0.9244601726169197,0.9244601726169197,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,KENNEDY,2024,4,520,9.609876530317429,10.33728399593404,-0.7274074656166114,0.7274074656166114,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LA CANDELARIA,2024,4,521,15.61123332875017,18.60550716493397,-2.994273836183801,2.994273836183801,mismo_bimestre_2023
Baseline - estacional ingenuo 2023,baseline,LOS MARTIRES,2024,4,522,10.34196058402932,11.43276906800038,-1.0908084839710614,1.0908084839710614,mismo_bimestre_2023
